Timestamp,Open,High,Low,Close,Volume,Close_time,Quote_av,Trades,Tb_base_av,Tb_quote_av,Ignore
2022-03-17 14:30:00,1.0001,15.0,1.0001,9.1418,1592579.22,1647528299999.0,15522148.690188,39346.0,810540.45,7872339.458672,0.0
2022-03-17 14:45:00,9.1208,9.5,8.62,8.921,509376.02,1647529199999.0,4649822.133917,13182.0,244936.61,2239718.498793,0.0
2022-03-17 15:00:00,8.914,9.3,8.75,8.8001,331286.4,1647530099999.0,3003877.941584,9481.0,147634.36,1341499.183201,0.0
2022-03-17 15:15:00,8.8006,9.0,8.35,8.6566,237292.15,1647530999999.0,2069610.302547,6891.0,105121.66,917700.864451,0.0
2022-03-17 15:30:00,8.6559,8.7716,7.7715,7.9017,295114.17,1647531899999.0,2430656.743923,7711.0,146948.9,1210404.425216,0.0
2022-03-17 15:45:00,7.9106,8.0918,6.9467,7.38,390265.61,1647532799999.0,2965919.409052,7698.0,155620.41,1198236.667547,0.0
2022-03-17 16:00:00,7.3852,8.058,7.2139,7.5,423196.73,1647533699999.0,3194609.985913,9776.0,176495.32,1326126.903797,0.0
2022-03-17 16:15:00,7.4907,7.8932,7.406,7.8769,326346.49,1647534599999.0,2505454.310865,9200.0,173268.94,1332608.161943,0.0
2022-03-17 16:30:00,7.8796,8.377,7.6154,8.3163,395574.02,1647535499999.0,3168840.385696,10224.0,196545.94,1577006.646617,0.0
2022-03-17 16:45:00,8.3101,8.5,7.9894,8.2701,324610.03,1647536399999.0,2689189.786412,9809.0,145327.43,1205139.625576,0.0
2022-03-17 17:00:00,8.2578,8.3798,7.777,7.8233,247796.35,1647537299999.0,2007096.324598,6078.0,89272.26,724433.151416,0.0
2022-03-17 17:15:00,7.8489,8.1713,7.7786,8.0043,155880.51,1647538199999.0,1253098.69762,4373.0,71663.75,576238.029038,0.0
2022-03-17 17:30:00,8.0052,8.2715,7.98,8.2166,123738.44,1647539099999.0,1001651.204071,3447.0,66940.06,542356.54653,0.0
2022-03-17 17:45:00,8.2402,8.2699,7.9231,7.9481,120879.98,1647539999999.0,978304.972002,3387.0,44554.63,361499.499896,0.0
2022-03-17 18:00:00,7.9419,7.9601,7.6327,7.6717,139347.29,1647540899999.0,1081277.393496,3652.0,62931.23,487583.503154,0.0
2022-03-17 18:15:00,7.6779,7.77,7.601,7.6212,90972.27,1647541799999.0,699820.287311,2332.0,47134.56,362163.196491,0.0
2022-03-17 18:30:00,7.6262,7.63,7.4,7.4999,136462.89,1647542699999.0,1023001.149123,3093.0,50818.63,381407.057449,0.0
2022-03-17 18:45:00,7.4974,7.6464,7.289,7.3994,108058.46,1647543599999.0,806373.604666,2638.0,43682.43,326687.649616,0.0
2022-03-17 19:00:00,7.3997,7.5071,7.3015,7.4708,74246.99,1647544499999.0,550529.078175,1844.0,36560.16,271243.682608,0.0
2022-03-17 19:15:00,7.4702,7.7679,7.4702,7.7078,121738.92,1647545399999.0,928456.475638,2800.0,67457.92,514527.218552,0.0
2022-03-17 19:30:00,7.7026,7.8476,7.5803,7.6209,102381.3,1647546299999.0,788620.410371,2498.0,55697.43,428608.355113,0.0
2022-03-17 19:45:00,7.6211,7.8607,7.621,7.7704,125070.01,1647547199999.0,972484.062897,2458.0,61091.7,475213.233841,0.0
2022-03-17 20:00:00,7.78,7.9139,7.69,7.8408,77870.29,1647548099999.0,609599.383447,1998.0,47358.84,371000.651231,0.0
