Timestamp,Open,High,Low,Close,Volume,Close_time,Quote_av,Trades,Tb_base_av,Tb_quote_av,Ignore
2022-03-17 14:30:00,1.0001,9.7777,1.0001,8.9224,527852.73,1647527579999.0,4697188.298346,12006.0,292218.71,2632927.105157,0.0
2022-03-17 14:33:00,8.9224,15.0,8.9068,15.0,300606.19,1647527759999.0,3040543.176984,8249.0,161557.69,1636084.737398,0.0
2022-03-17 14:36:00,14.0001,15.0,10.3212,10.5724,317011.67,1647527939999.0,3683553.463337,9174.0,130152.16,1531686.33068,0.0
2022-03-17 14:39:00,10.5727,10.6594,8.5,9.0451,255303.97,1647528119999.0,2348345.116382,6065.0,88566.13,810306.675266,0.0
2022-03-17 14:42:00,9.0447,9.429,8.898,9.1418,191804.66,1647528299999.0,1752518.635139,3852.0,138045.76,1261334.610171,0.0
2022-03-17 14:45:00,9.1208,9.5,9.0854,9.3001,157883.95,1647528479999.0,1478093.099346,3527.0,88308.59,827976.746587,0.0
2022-03-17 14:48:00,9.3,9.3437,9.0228,9.0803,66309.27,1647528659999.0,612114.648154,2012.0,24757.3,228860.268221,0.0
2022-03-17 14:51:00,9.0829,9.084,8.62,8.8365,104241.11,1647528839999.0,920450.536925,2879.0,43763.14,385819.344843,0.0
2022-03-17 14:54:00,8.8362,9.26,8.79,9.1067,102999.66,1647529019999.0,933235.041098,2892.0,54364.69,491543.773479,0.0
2022-03-17 14:57:00,9.1091,9.1567,8.8946,8.921,77942.03,1647529199999.0,705928.808394,1872.0,33742.89,305518.365663,0.0
2022-03-17 15:00:00,8.914,9.15,8.8273,9.0413,93788.49,1647529379999.0,846209.657609,2484.0,39408.18,355958.676841,0.0
2022-03-17 15:03:00,9.0408,9.3,9.0402,9.151,73588.05,1647529559999.0,672174.804031,2248.0,41697.23,381618.306848,0.0
2022-03-17 15:06:00,9.1504,9.2969,9.05,9.0501,65194.39,1647529739999.0,598987.767656,1995.0,28028.9,257945.190135,0.0
2022-03-17 15:09:00,9.0654,9.1493,9.0,9.0106,52624.39,1647529919999.0,476607.17256,1166.0,23783.86,215273.510597,0.0
2022-03-17 15:12:00,9.0173,9.0607,8.75,8.8001,46091.08,1647530099999.0,409898.539728,1588.0,14716.19,130703.49878,0.0
2022-03-17 15:15:00,8.8006,9.0,8.76,8.836,34487.06,1647530279999.0,305789.245345,1213.0,15446.37,137243.301292,0.0
2022-03-17 15:18:00,8.8441,8.9638,8.8193,8.9614,32154.83,1647530459999.0,286200.531565,977.0,20709.06,184420.822655,0.0
2022-03-17 15:21:00,8.9611,8.9862,8.8,8.8,39225.44,1647530639999.0,348580.30815,1125.0,12698.01,113170.29693,0.0
2022-03-17 15:24:00,8.8058,8.8444,8.51,8.5702,54264.24,1647530819999.0,470919.865623,1494.0,17637.07,152825.527974,0.0
2022-03-17 15:27:00,8.5691,8.75,8.35,8.6566,77160.58,1647530999999.0,658120.351864,2082.0,38631.15,330040.9156,0.0
2022-03-17 15:30:00,8.6559,8.7,8.5608,8.6791,30180.03,1647531179999.0,260487.792835,998.0,17296.62,149288.610774,0.0
2022-03-17 15:33:00,8.6672,8.7716,8.3953,8.4642,38204.36,1647531359999.0,327942.954817,1230.0,16959.45,145727.853216,0.0
2022-03-17 15:36:00,8.4611,8.4897,8.15,8.1747,68104.58,1647531539999.0,568229.856565,1689.0,31232.04,260959.402507,0.0
2022-03-17 15:39:00,8.1781,8.311,8.1,8.1,59901.76,1647531719999.0,490251.077519,1625.0,34380.06,281702.645543,0.0
2022-03-17 15:42:00,8.1068,8.113,7.7715,7.9017,98723.44,1647531899999.0,783745.062187,2169.0,47080.73,372725.913176,0.0
2022-03-17 15:45:00,7.9106,8.0541,7.8746,7.9775,44034.15,1647532079999.0,350833.348072,1157.0,24424.47,194617.817161,0.0
2022-03-17 15:48:00,7.9814,8.0918,7.9,8.002,60469.16,1647532259999.0,483021.248686,1281.0,36593.83,292219.390993,0.0
2022-03-17 15:51:00,8.0005,8.0005,7.55,7.668,63156.8,1647532439999.0,491300.304695,1609.0,28076.38,218420.927286,0.0
2022-03-17 15:54:00,7.658,7.6864,7.3275,7.3963,74576.38,1647532619999.0,563730.138971,1324.0,15751.3,119510.573216,0.0
2022-03-17 15:57:00,7.3929,7.5123,6.9467,7.38,148029.12,1647532799999.0,1077034.368628,2327.0,50774.43,373467.958891,0.0
2022-03-17 16:00:00,7.3852,8.058,7.3706,7.7511,153830.27,1647532979999.0,1187704.017798,3003.0,64596.24,494580.337421,0.0
2022-03-17 16:03:00,7.7443,7.7674,7.3523,7.4285,119850.52,1647533159999.0,904734.072048,2645.0,36301.24,273603.423401,0.0
2022-03-17 16:06:00,7.4478,7.4704,7.25,7.3952,52372.09,1647533339999.0,385744.137526,1287.0,24164.95,178070.68999,0.0
2022-03-17 16:09:00,7.3975,7.4416,7.2139,7.3272,52892.92,1647533519999.0,387061.206918,1488.0,25186.7,184415.177339,0.0
2022-03-17 16:12:00,7.3283,7.5862,7.3151,7.5,44250.93,1647533699999.0,329366.551623,1353.0,26246.19,195457.275646,0.0
2022-03-17 16:15:00,7.4907,7.7911,7.4524,7.72,50835.95,1647533879999.0,388233.543606,1962.0,28127.08,215108.90034,0.0
2022-03-17 16:18:00,7.7196,7.753,7.5404,7.5679,62239.93,1647534059999.0,475755.46562,1804.0,27703.78,212008.338345,0.0
2022-03-17 16:21:00,7.5764,7.76,7.406,7.7272,75701.71,1647534239999.0,573927.795946,1894.0,37261.54,282780.987807,0.0
2022-03-17 16:24:00,7.7357,7.8899,7.5771,7.84,79638.12,1647534419999.0,615011.858748,1965.0,49532.05,382992.471681,0.0
2022-03-17 16:27:00,7.8399,7.8932,7.7181,7.8769,57930.78,1647534599999.0,452525.646945,1575.0,30644.49,239717.46377,0.0
2022-03-17 16:30:00,7.8796,8.2,7.8723,7.9922,82526.4,1647534779999.0,662908.968438,2623.0,41486.26,333084.6369,0.0
2022-03-17 16:33:00,7.996,8.0004,7.7252,7.748,65133.15,1647534959999.0,512787.770669,1853.0,22359.22,176281.3436,0.0
2022-03-17 16:36:00,7.7475,7.8735,7.6154,7.8486,56136.45,1647535139999.0,436576.866882,1232.0,26695.08,207634.38423,0.0
2022-03-17 16:39:00,7.8513,8.3,7.8358,8.06,121688.85,1647535319999.0,981046.444756,2646.0,71286.69,574578.61827,0.0
2022-03-17 16:42:00,8.0706,8.377,8.0416,8.3163,70089.17,1647535499999.0,575520.334951,1870.0,34718.69,285427.663617,0.0
2022-03-17 16:45:00,8.3101,8.4353,8.1207,8.3891,77810.82,1647535679999.0,644579.360779,2504.0,37790.97,313561.441291,0.0
2022-03-17 16:48:00,8.3891,8.4852,8.2426,8.3473,82135.21,1647535859999.0,689285.853203,2294.0,33035.57,277509.360217,0.0
2022-03-17 16:51:00,8.3407,8.5,8.1,8.1781,64462.16,1647536039999.0,535667.771824,1717.0,24360.36,203129.430531,0.0
2022-03-17 16:54:00,8.1806,8.2499,7.9894,8.1891,53350.01,1647536219999.0,432913.048522,1777.0,26324.62,214217.626247,0.0
2022-03-17 16:57:00,8.1963,8.3297,8.12,8.2701,46851.83,1647536399999.0,386743.752084,1517.0,23815.91,196721.76729,0.0
2022-03-17 17:00:00,8.2578,8.3798,8.1014,8.276,47560.31,1647536579999.0,394282.823284,1440.0,24639.95,204553.083782,0.0
2022-03-17 17:03:00,8.2768,8.3063,8.119,8.2012,39671.34,1647536759999.0,325224.067872,1116.0,10688.12,87594.625628,0.0
2022-03-17 17:06:00,8.193,8.2,8.0,8.1224,29956.46,1647536939999.0,243346.884144,905.0,9913.87,80661.820916,0.0
2022-03-17 17:09:00,8.1224,8.2,7.9,7.9348,69191.46,1647537119999.0,560170.223079,1291.0,20720.46,167570.680657,0.0
2022-03-17 17:12:00,7.9563,7.9956,7.777,7.8233,61416.78,1647537299999.0,484072.326219,1326.0,23309.86,184052.940433,0.0
2022-03-17 17:15:00,7.8489,8.0812,7.7786,8.0534,34303.79,1647537479999.0,272794.083564,1074.0,17590.38,139865.259711,0.0
2022-03-17 17:18:00,8.0677,8.1184,7.96,8.0634,34933.79,1647537659999.0,281133.686514,880.0,14884.22,119961.313565,0.0
2022-03-17 17:21:00,8.0622,8.1713,8.0505,8.1203,33572.68,1647537839999.0,272298.848941,875.0,15420.49,125124.716023,0.0
2022-03-17 17:24:00,8.1183,8.1527,7.95,8.0121,29500.78,1647538019999.0,237835.431459,859.0,12504.8,100807.487787,0.0
2022-03-17 17:27:00,8.0131,8.1,7.9734,8.0043,23569.47,1647538199999.0,189036.647142,685.0,11263.86,90479.251952,0.0
2022-03-17 17:30:00,8.0052,8.0999,7.98,8.0476,27708.41,1647538379999.0,222389.38611,784.0,14985.93,120297.095563,0.0
