Timestamp,Open,High,Low,Close,Volume,Close_time,Quote_av,Trades,Tb_base_av,Tb_quote_av,Ignore
2022-03-17 14:30:00,1.0001,15.0,1.0001,8.921,2101955.24,1647529199999.0,20171970.824105,52528.0,1055477.06,10112057.957465,0.0
2022-03-17 15:00:00,8.914,9.3,8.35,8.6566,568578.55,1647530999999.0,5073488.244131,16372.0,252756.02,2259200.047652,0.0
2022-03-17 15:30:00,8.6559,8.7716,6.9467,7.38,685379.78,1647532799999.0,5396576.152975,15409.0,302569.31,2408641.092763,0.0
2022-03-17 16:00:00,7.3852,8.058,7.2139,7.8769,749543.22,1647534599999.0,5700064.296778,18976.0,349764.26,2658735.06574,0.0
2022-03-17 16:30:00,7.8796,8.5,7.6154,8.2701,720184.05,1647536399999.0,5858030.172108,20033.0,341873.37,2782146.272193,0.0
2022-03-17 17:00:00,8.2578,8.3798,7.777,8.0043,403676.86,1647538199999.0,3260195.022218,10451.0,160936.01,1300671.180454,0.0
2022-03-17 17:30:00,8.0052,8.2715,7.9231,7.9481,244618.42,1647539999999.0,1979956.176073,6834.0,111494.69,903856.046426,0.0
2022-03-17 18:00:00,7.9419,7.9601,7.601,7.6212,230319.56,1647541799999.0,1781097.680807,5984.0,110065.79,849746.699645,0.0
2022-03-17 18:30:00,7.6262,7.6464,7.289,7.3994,244521.35,1647543599999.0,1829374.753789,5731.0,94501.06,708094.707065,0.0
2022-03-17 19:00:00,7.3997,7.7679,7.3015,7.7078,195985.91,1647545399999.0,1478985.553813,4644.0,104018.08,785770.90116,0.0
2022-03-17 19:30:00,7.7026,7.8607,7.5803,7.7704,227451.31,1647547199999.0,1761104.473268,4956.0,116789.13,903821.588954,0.0
2022-03-17 20:00:00,7.78,8.1458,7.69,8.0859,195333.23,1647548999999.0,1543576.793986,4664.0,107504.01,849029.842406,0.0
2022-03-17 20:30:00,8.0815,8.22,7.9138,8.0889,245659.18,1647550799999.0,1989893.679414,6194.0,108520.46,879788.784615,0.0
2022-03-17 21:00:00,8.0978,8.88,8.06,8.866,372480.37,1647552599999.0,3140342.330514,9124.0,206349.71,1742704.976917,0.0
2022-03-17 21:30:00,8.8542,8.9,8.4235,8.7825,493909.63,1647554399999.0,4295225.887487,11593.0,236211.3,2054189.2409,0.0
2022-03-17 22:00:00,8.7777,8.79,8.2001,8.5637,317877.71,1647556199999.0,2696606.96532,6899.0,131884.09,1120472.419383,0.0
2022-03-17 22:30:00,8.5476,8.5599,8.2,8.2553,169119.25,1647557999999.0,1412520.546904,3892.0,66677.63,557996.739274,0.0
2022-03-17 23:00:00,8.2535,8.4462,8.0501,8.4359,192857.6,1647559799999.0,1594407.829925,4038.0,96688.05,800982.068695,0.0
2022-03-17 23:30:00,8.4359,8.58,8.3098,8.5173,179591.11,1647561599999.0,1519882.617952,4019.0,92312.97,781957.953114,0.0
2022-03-18 00:00:00,8.5288,9.4,8.52,9.2954,506566.88,1647563399999.0,4536704.855832,11136.0,302101.66,2705326.315957,0.0
2022-03-18 00:30:00,9.2961,10.2,9.24,9.5449,870674.32,1647565199999.0,8413215.067809,19377.0,447237.94,4321874.702125,0.0
2022-03-18 01:00:00,9.5476,9.6803,9.0898,9.2603,386042.25,1647566999999.0,3601456.522697,9482.0,175939.43,1643615.80112,0.0
2022-03-18 01:30:00,9.2696,10.1402,9.2553,10.0886,508050.87,1647568799999.0,4954004.314289,14103.0,274711.68,2685378.377432,0.0
2022-03-18 02:00:00,10.0881,11.6294,10.0848,10.7998,1146031.11,1647570599999.0,12494854.171312,29863.0,576466.08,6278909.498156,0.0
2022-03-18 02:30:00,10.7985,11.98,10.4479,11.5961,1046614.68,1647572399999.0,11876121.288652,28214.0,522027.86,5929881.340995,0.0
2022-03-18 03:00:00,11.5774,12.25,11.0322,11.9,789387.42,1647574199999.0,9191649.740691,20531.0,392284.99,4576894.979291,0.0
2022-03-18 03:30:00,11.9,11.9889,10.8139,11.11,694356.42,1647575999999.0,7921645.505477,15929.0,269865.58,3072928.445927,0.0
2022-03-18 04:00:00,11.0968,11.4709,10.65,10.9109,429589.38,1647577799999.0,4765927.315893,11107.0,199957.63,2221651.40169,0.0
2022-03-18 04:30:00,10.9297,11.4107,10.6,11.3535,398180.58,1647579599999.0,4380435.847074,9400.0,193142.69,2130581.414114,0.0
2022-03-18 05:00:00,11.3394,11.8543,11.1471,11.6602,471647.47,1647581399999.0,5423578.683896,11931.0,242693.13,2796509.693101,0.0
2022-03-18 05:30:00,11.6564,11.7398,10.985,11.2957,385711.17,1647583199999.0,4369862.376168,9939.0,173888.98,1969716.819303,0.0
2022-03-18 06:00:00,11.3221,12.25,11.3161,11.9249,489628.8,1647584999999.0,5765579.218953,11873.0,273452.69,3219268.355573,0.0
2022-03-18 06:30:00,11.9227,12.5,11.7527,12.255,741897.13,1647586799999.0,9051392.496653,18962.0,369316.47,4505283.936132,0.0
